,text,sentiment
210,RT @RickCanton: #CruzCrew - the outsider. Always tells the truth. Honors commitments. #GOPDebate http://t.co/WHEoRxlcid,Positive
211,hadiyah: Rand Paul rocking that Wet and Wavy. Ooh Kill'em! #GOPDebate,Negative
212,"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople",Negative
213,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@steph93065 @MaydnUSA http://t.co/Pk45i5Zvk0",Positive
214,RT @JonyIveParody: I havenâ€™t seen a room this white since I filmed my last Apple product video. #GOPDebate,Neutral
215,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Positive
216,"Who won #GOPDebate? Why, the candidate I liked already. Can't you see? It's so obvious!",Neutral
217,RT @Vara11: @JohnKasich really impressed in last night's #GOPDebate http://t.co/RbpOmS07gC #Kasich4Us,Positive
218,'Is Joe Flacco elite' sign crashes Republican debate...Still no one knows. http://t.co/YPQvOMX5Ne #NFL #GOPDebate,Neutral
219,RT @NancyOsborne180: Last night's debate proved it! #GOPDebate #BATsAsk @BadassTeachersA #TBATs  https://t.co/G2gGjY1bJD,Negative
220,RT @DanScavino: #FoxNews #SanDiego - @realDonaldTrump clearly won the #GOPDebate. cc; @megynkelly @BretBaier http://t.co/Wvr3QHAmrH,Positive
221,RT @PersianPolitik: @woodruffbets @thedailybeast And you just proved @realDonaldTrump point on bad journalists from the #GOPDebate can't evâ€¦,Negative
222,"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople",Negative
223,"RT @JoePrich: .@megynkelly  In 2012 you chided @CandyCrowley for ""going from objective moderator to active participant"" #GOPDebate http://tâ€¦",Negative
224,16% of United States homes with TV sets tuned in to #GOPDebate. Wow. http://t.co/TRs8vMWJYg,Positive
225,"'President Donald Trump'. I like the way that sound. 
@realDonaldTrump 
#GOPDebate",Positive
226,hadiyah: Jen Bush looks like an Art Teacher for an inner city school and everyday his car gets vandalized.  #GOPDebate,Negative
227,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",Negative
228,"RT @Jayedilla: Surprise surprise, @GovMikeHuckabee thinks #trans life is a ""social experiment"" #GOPDebate",Negative
229,"RT @theskysgoneout: To non-Christians, #GOPDebate ""God"" questions underline how little anyone really cares about religious minorities. Chriâ€¦",Negative
230,RT @ChronicleMike: Walker on why changed postn on immig: Need to secure border. Met with TxGovAbbott. Know more #GOPdebate #txlege #txpolitâ€¦,Neutral
231,"RT @RadioFreeTom: Look, Trumpkins, your hero didn't even win the steak knives last night, know what I'm sayin' here? #GOPDebate",Negative
232,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",Positive
233,Walker kept his points tight and clean but I want to see him run the clock longer in the next debate. #GOPDebate,Positive
234,"So looking forward to listening to @DRShow's news roundup this morning! 
""You couldn't look away"" #GOPDebate 
http://t.co/o8rTITVGdt",Positive
235,They are trying to keep Rand Paul out of the debate like they did with his father. #GOPDebate #tcot #tlot http://t.co/cst2rRdnL7,Negative
236,RT @mashablegif: Ran Paul's eye roll is on point. #GOPDebate http://t.co/9H8UdTnrJw,Neutral
237,"RT @4gen234: Hillary Clinton's reaction upon seeing Carly Fiorina won the night.
#Carly2016 #GOPDebate http://t.co/esd4F4ARNS",Neutral
238,"RT @revteapain: Final question: ""Whose the Jesus-isest?""  #GOPDebate",Neutral
239,"""Because Republicans don't like Rosie O'Donnell."" ICYMI, @FrankLuntz #GOPDebate debrief this AM on @CBSThisMorning http://t.co/nQIUIccOlB",Neutral
240,@rushlimbaugh Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate,Negative
241,"RT @renomarky: â˜‘ never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to @DWStweets 
3. Making it about ratings notðŸ‡ºðŸ‡¸ http:/â€¦",Negative
242,"RT @JGalt9: Love that Cruz introduced a bill to strip citizenship from Americans who join ISIS 
#GOPDebate http://t.co/MylrLV0U7e",Positive
243,"RT @zachbraff: Anyone wanna watch the #GOPDebate ? I have weed, chips and guac.",Neutral
244,"When CNN and the New York Times are praising the @FoxNews moderators, you know they did it completely wrong. #GOPDebate",Negative
245,"Donald Trump: Reagan Was A Con Man Who Couldn't 'Deliver The Goods' | ThinkProgress
#GOPDebate http://t.co/LHmRKxWvcI",Negative
246,"#Fallon to Jon #Stewart: ""Please Come Back, I Canâ€™t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics",Positive
247,The human embodiment of Â¯\_(ãƒ„)_/Â¯ #GOPDebate http://t.co/rUkXAyZMbu,Neutral
248,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,Positive
249,"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15",Positive
250,"RT @bobcesca_go: Trump won the debate. Christie, I think, was a strong second. #GOPDebate",Positive
251,"RT @GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate
httâ€¦",Neutral
252,RT @seanhannity: .@realDonaldTrump: Now some of the people you would least expect are calling me up and apologizing. #Hannity #GOPDebate,Neutral
253,"RT @Momfullofhope: Bingo #GOPDebate #KochBrothers 
#Puppets Wined and Dined last weekendas planned #Shameful 
#MakeAmericaGreatAgain  httpsâ€¦",Negative
254,RT @billyeichner: Thank you all for watching the #GOPDebate tonight. @julieklausner and I had a blast writing it.,Neutral
255,Kind of glad I didn't get to watch the #GOPDebate yesterday. Better for my mental health! ðŸ˜Š,Positive
256,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #unâ€¦,Negative
257,Shame on #FoxNews making FIRST Primary Debate all about THEM #RatingsBonanza THEY win VOTERS lose. #GOPDebate #TCOT https://t.co/Gs5eoDhvHu,Negative
258,"My mom this morning, ""so who won the debate?!"". My Dad: ""The Democrats did"" ... #GOPDebate",Negative
259,RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #unâ€¦,Negative
260,RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate,Negative
261,RT @GovernorPerry: ICYMI: @GovernorPerry on Border Security/Illegal Immigration #GOPDebate  #Perry2016 #tcot https://t.co/1S25d2D0nK,Neutral
262,Just had a great time taping @News12NJ for Power&amp;Politics. Had fun with @waltkane talking about #GOPDebate. Thanks @KarinAttonito. Watch it,Positive
263,RT @prophiphop: Last night was like oh #GOPDebate on let's see what these boys is takin abou....... WHAT #Compton IS STREAMMING?!,Neutral
264,@rushlimbaugh You are so #SpotOn Rush about t order coming down Fox to take out #Trump. #GOPDebate I knew it was true on 1st ? #Cruz2016,Positive
265,The most-retweeted presidential candidate Tweet of the #GOPDebate. https://t.co/hdKdiZIym2,Neutral
266,"RT @sallykohn: I think @megynkelly won #GOPDebate!  Hard hitting questions of concern to majority of voter, not just fringe GOP base. 

#Meâ€¦",Positive
267,"RT @ACPress_Tracey: .@_Hetrick and @ACPressKramer with a great look at @realDonaldTrump's record in AC. Apropos, after #GOPDebate Thurs. htâ€¦",Positive
268,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebateâ€¦,Negative
269,"RT @stockwizards3: Trump/Carson ticket would win in a landslide...
@realDonaldTrump @seanhannity @AnnCoulter #Republican #potus #Trump2016 â€¦",Negative
270,"RT @JeetendrSehdev: Authenticity and transparency is a cost to entry today, especially among Millennials and teens. #GOPDebate @OrlandoDishâ€¦",Neutral
271,"The #GOPDebate as theater, made-for-TV (&amp; web) drama, (and, duh) reality TV, via @CharlesMcNulty @latimes http://t.co/lTZD4fxR8b",Neutral
272,"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",Negative
273,RT @JaysWorldLive: Why should he?  It's already been said.  Would apology be believable?  #GOPDebate  https://t.co/1mUbzwAMWu,Neutral
274,"RT @Anergo_Teacher: Imagine a #Trump Administration dealing with a US-Russia crisis. 

WWIII #GOPDebate",Neutral
275,Love this. https://t.co/XrMOId5bdK #StandWithRand #GOPDebate,Neutral
276,"RT @JohnKasich: John Kasich is ready to lead. Join the team, Claire!: http://t.co/dy8KnZ122T 

#GOPDebate https://t.co/KnWmIDeqtY",Positive
277,"When CNN and the New York Times are praising the @FoxNews moderators, you know they did it completely wrong. #GOPDebate",Negative
278,Withholding my very valuable presidential endorsement until I hear about everyone's point of view on the 2nd amendment #GOPDebate,Negative
279,I didn't watch the #GOPDebate I need some highlights of the dumb shit they said. Like #RonaldRaven lmao,Neutral
280,RT @TinyMuslimah: Everybody wanna be a Jesus freak till it's time to feed the poor. #GOPDebate,Negative
281,@JonahNRO @jimgeraghty When U look at #GOPDebate ask given 1/2 the time in 1on1 debate who would B most impressive? @tedcruz by far,Positive
282,"RT @urfavrochelle: The best closing statement was ""@RealBenCarson "" #GOPDebate",Positive
283,@joshtpm #GOPDebate Mission Statement: Tell more people that U love them U never know how much they might need it -C Brogan,Positive
284,RT @ethicistforhire: Ten rich narcissists spouting nihilistic applause lines is not a debate. It is a Zeitgeistâ€¦ #GOPDebate,Negative
285,"So looking forward to listening to @DRShow's news roundup this morning! 
""You couldn't look away"" #GOPDebate 
http://t.co/o8rTITVGdt",Positive
286,#Boomers R #Smart They know how to use #Internet for #GOPDebate http://t.co/IGP8WWnzCu     #Cosproject #jpnet http://t.co/MT79hetQXS,Negative
287,RT @palmaceiahome1: Rush Limbaugh seems to think #FoxNews did a hit job on Trump. #GOPDebate,Neutral
288,RT @frankthorpNBC: The Rand Paul eye roll to Chris Christie at the #GOPDebate https://t.co/hf318QSoWD,Neutral
289,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Positive
290,Winners of #GOPDebate Sen. @MarcoRubio &amp; Former @HP CEO @CarlyFiorina by far best Republican Presidential Candidates http://t.co/v9QDpMpkK4,Positive
291,RT @holly_harris: On @TODAYshow @chucktodd says @JohnKasich helped himself the most in the #GOPDebate. Kasich's 1st answer of night includeâ€¦,Positive
292,I didn't watch all of last night's #GOPDebate (because I can't even..). Was there anything about civil rights or climate change?,Neutral
293,#BenedictCumberbatch showed #US   #Instagram #Luv #Lazers #StraightOutta #Brooklyn on fleek like the #GOPDebate http://t.co/eaDMd4rhMs,Positive
294,The First #GOPDebate: Social Media Reaction and More http://t.co/161DKWBOef #SocialMedia | https://t.co/b3UmOSiq3S,Neutral
295,@theblaze The REAL war on women!@realDonaldTrump @megynkelly @rushlimbaugh #GOPDebate @AnnCoulter,Negative
296,"Shout-out to @megynkelly, landslide winner of last night's #GOPDebate. Amazing job moderating that thing.",Positive
297,Lmfao!!! @KingHilarities you'll find this very funny ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/rHTbzSJKUe #GOPDebate #Republicandebate #Lmfao,Positive
298,"RT @EmperorSean: Who won #GOPDebate? Why, the candidate I liked already. Can't you see? It's so obvious!",Neutral
299,"RT @laurenacooley: NYT assesment of @RandPaul's #GOPDebate performance... ""Made himself matter again."" #StandWithRand http://t.co/B54cR1kx4q",Positive
300,RT @CharlotteAbotsi: Today is the 50th anniversary on the Voting Rights Act and the hosts and the candidates have been ðŸ˜¶ðŸ˜¶ðŸ˜¶ about it. #GOPDeâ€¦,Neutral
301,"@SteveDeaceShow
Since Ronald Reagan, @tedcruz is definitely the nominee #Conservatives have been waiting for!

#tcot
#GOPDebate
#CruzCrew",Positive
302,RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate,Negative
303,RT @richardhine: Joe Biden watching the #GOPDebate http://t.co/6y2aXgITms,Neutral
304,"RT @natycar74: http://t.co/wrmBJKVhNr.Candidate.Mentioned.Inequality! Not, one!!! #GOPDebate",Negative
305,@rushlimbaugh Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate,Negative
306,Here's who really won the #GOPDebate: https://t.co/3SRDYFEH7J,Neutral
307,RT @Pyrotoz: The #GOPDebate is like watching a bunch of chimps throw their own shit at each other.,Negative
308,"Although the occasional dick, @realDonaldTrump sure knows how to keep these political debates alive and exciting. #GOPDebate",Negative
309,'Is Joe Flacco elite' sign crashes Republican debate...Still no one knows. http://t.co/YPQvOMX5Ne #NFL #GOPDebate,Neutral
310,So glad people finally appreciate honesty. I've got all the honesty you can handle and the battle scars to prove it. #GOPDebate,Positive
311,RT @TinyMuslimah: Everybody wanna be a Jesus freak till it's time to feed the poor. #GOPDebate,Negative
312,"RT @michaelpleahy: Rush: ""most important thing"" in #GOPDebate ""Carly Fiorina - 'The Dem Party is undermining the very character of this natâ€¦",Neutral
313,#GOPDebate @FoxNews @realDonaldTrump  in 2004 you called a woman a nickel&amp;dime whore. Do you stand by that statement now running for POTUS?,Neutral
314,The real nerd fun is fact checking the #GOPDebate http://t.co/UN2cj2Dotj,Negative
315,"RT @NaughtyBeyotch: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/WQnSuPSPkC""",Negative
316,RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,Negative
317,The real nerd fun is fact checking the #GOPDebate http://t.co/UN2cj2Dotj,Negative
318,RT @micnews: Kimyeâ€™s selfie with Hillary Clinton was more viral than the #GOPDebate http://t.co/7BiQfjHmhF http://t.co/mZtcBkKgwu,Neutral
319,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,Negative
320,RT @ColMorrisDavis: Amusing to hear men who chose not to serve in the military talk tough about using other people's kids to backup their bâ€¦,Negative
321,RT @MN2A4ASupporter: With first debate over.... hands down @TedCruz is my pick for President! #GOPDebate http://t.co/g0jq1Y53bo,Positive
322,I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,Neutral
323,RT @DanScavino: ICYMI: @realDonaldTrump on @Morning_Joe @morningmika discussing #GOPDebate #Trump2016 #MakeAmericaGreatAgain  https://t.co/â€¦,Neutral
324,"RT @RealBenCarson: Supporter Question: ""What's your most overused word?"" My Answer: ""Oh my..."" A great day here at #GOPDebate. #BC2DC16 httâ€¦",Neutral
325,"TV reality star has a 2 to 1 lead.
Gets asked tough, leader questions.
Wilts like a failed Apprentice.
Cries about mean girls.

#GOPDebate",Neutral
326,"RT @ChronFalkenberg: ""We do not project power from bankruptcy court. We're borrowing a million dollars a minute."" Rand Paul. #GOPDebate",Neutral
